key,name,lv,att,exp
2400106,스펙터 전투견,0,0,0
2400107,스펙터 조련사,0,0,0
2400108,스펙터 노역꾼,0,0,0
2400109,스펙터 방패병,0,0,0
2400110,게릴라 스펙터,0,0,0
2400111,역사 스펙터,0,0,0
2400112,스펙터 엔지니어,0,0,0
2400113,전사 스펙터,0,0,0
2400114,마법사 스펙터,0,0,0
2400115,사신 스펙터,0,0,0
2400116,붉은 빅터의 피조물,0,0,0
2400117,푸른 빅터의 피조물,0,0,0
2400118,보라색 시약의 피조물,0,0,0
2400119,붉은 시약의 피조물,0,0,0
2400120,스펙터 전투견,0,0,0
2400121,스펙터 조련사,0,0,0
2400122,스펙터 노역꾼,0,0,0
2400123,스펙터 방패병,0,0,0
2400124,게릴라 스펙터,0,0,0
2400125,역사 스펙터,0,0,0
2400126,스펙터 엔지니어,0,0,0
2400127,전사 스펙터,0,0,0
2400128,마법사 스펙터,0,0,0
2400129,사신 스펙터,0,0,0
2400130,전사 스펙터,0,0,0
2400200,애벌레,0,0,0
2400201,무당벌레,0,0,0
2400202,참새,0,0,0
2400203,풍선쥐,0,0,0
2400204,붉은 독 개구리,0,0,0
2400205,푸른 독 개구리,0,0,0
2400206,불량 병아리,0,0,0
2400207,비행 병아리,0,0,0
2400208,갈기털 하이에나,0,0,0
2400209,송곳니 하이에나,0,0,0
2400250,맹독 개구리,0,0,0
2400251,가루나비,0,0,0
2400252,폼폼나무,0,0,0
2400253,가시나무,0,0,0
2400254,빵빵 다람쥐,0,0,0
2400255,뿡뿡 다람쥐,0,0,0
2400256,흰 오목눈이,0,0,0
2400257,변형 오목눈이,0,0,0
2400258,구름 수호령,0,0,0
2400259,하늘 수호령,0,0,0
2400260,흰 오목눈이,0,0,0
2400261,변형 오목눈이,0,0,0
2400262,구름 수호령,0,0,0
2400263,하늘 수호령,0,0,0
2400265,바람 수호령,0,0,0
2400300,가시도치,0,0,0
2400301,변종 가시도치,0,0,0
2400302,뉴트리아,0,0,0
2400303,암시장의 시비꾼,0,0,0
2400304,액체 폐기물,0,0,0
2400305,불타는 폐기물,0,0,0
2400306,고철 폐기물,0,0,0
2400307,스펙터 들개,0,0,0
2400308,변종 뉴트리아,0,0,0
2400309,쓰레기장의 시비꾼,0,0,0
2400310,변종 스펙터 들개,0,0,0
2400311,Mr. 해저드의 부하 B,0,0,0
2400312,Mr. 해저드의 부하 C,0,0,0
2400313,와장창 쓰레기,0,0,0
2400314,와그작 쓰레기,0,0,0
2400315,뜨내기 시비꾼,0,0,0
2400316,암시장의 시비꾼,0,0,0
2400317,Mr. 해저드의 부하 A,0,0,0
2400318,Mr. 해저드의 부하 B,0,0,0
2400319,Mr. 해저드의 부하 C,0,0,0
2400320,Mr. 해저드의 부하 C,0,0,0
2400321,스펙터 들개,0,0,0
2400322,약화된 마법사 스펙터,0,0,0
2400323,약화된 전사 스펙터,0,0,0
2400324,약화된 사신 스펙터,0,0,0
2400325,Mr. 해저드,0,0,0
2400326,와장창 쓰레기,0,0,0
2400327,와그작 쓰레기,0,0,0
2400330,위험한 가시도치,0,0,0
2400331,위험한 액체폐기물,0,0,0
2400332,위험한 암시장 시비꾼,0,0,0
2400333,위험한 뉴트리아,0,0,0
2400334,위험한 Mr. 해저드의 부하,0,0,0
2400335,위험한 스펙터들개,0,0,0
2400336,풍선 구루거,0,0,0
2400337,활쟁이 구루거,0,0,0
2400338,분노한 구루거,0,0,0
2400340,우주관광 직원,0,0,0
2400341,위험한 쓰레기장 시비꾼,0,0,0
2400342,위험한 Mr. 해저드의 부하,0,0,0
2400343,분노한 구루거,0,0,0
2400344,풍선 구루거,0,0,0
2400345,활쟁이 구루거,0,0,0
2400350,사막달팽이,0,0,0
2400351,사나운 사막달팽이,0,0,0
2400352,모래벌레,0,0,0
2400353,크리스탈 모래벌레,0,0,0
2400354,크리스탈 소라게,0,0,0
2400355,폭발 소라게,0,0,0
2400356,돌풍여우,0,0,0
2400357,사나운 돌풍여우,0,0,0
2400358,모래 투구,0,0,0
2400359,모래 갑옷,0,0,0
2400360,마법사 스펙터,0,0,0
2400361,전사 스펙터,0,0,0
2400362,사신 스펙터,0,0,0
2400363,마법병사A,0,0,0
2400364,마법병사B,0,0,0
2400370,마법사 스펙터,0,0,0
2400371,전사 스펙터,0,0,0
2400372,마법사 스펙터,0,0,0
2400373,전사 스펙터,0,0,0
2400374,사신 스펙터,0,0,0
2400375,마법병사A,0,0,0
2400376,마법병사B,0,0,0
2400377,알베르,0,0,0
2400378,심연의 자아,0,0,0
2400379,알베르,0,0,0
2400400,그린 그로슐라,0,0,0
2400401,퍼플 에머시,0,0,0
2400402,파이어 파이로프,0,0,0
2400403,다크 옵시디안,0,0,0
2400404,샤이닝 골드,0,0,0
2400405,샤이닝 넝쿨 골드,0,0,0
2400406,블루 라리마,0,0,0
2400407,연습 로봇,0,0,0
2400408,이동형 연습 로봇,0,0,0
2400409,오염된 연습 로봇,0,0,0
2400410,이동형 연습 로봇 - 강화,0,0,0
2400411,전사 스펙터,0,0,0
2400412,마법사 스펙터,0,0,0
2400413,변종 가시도치,0,0,0
2400414,사신 스펙터,0,0,0
2400415,아쉴롬의 크리스탈,0,0,0
2400416,아쉴롬의 크리스탈,0,0,0
2400417,아쉴롬의 크리스탈,0,0,0
2400418,변종 가시도치,0,0,0
2400419,뜨내기 시비꾼,0,0,0
2400420,오염된 연습 로봇,0,0,0
2400421,오염된 연습 로봇 - 강화,0,0,0
2400500,하찮은 두꺼비,0,0,0
2400501,하찮은 도마뱀,0,0,0
2400502,하찮은 날파리,0,0,0
2400503,하찮은 날파리,0,0,0
2400550,괴물송,0,0,0
2400551,식혜 항아리,0,0,0
2400552,깨진 식혜 항아리,0,0,0
2400553,고인 물 항아리,0,0,0
2400554,데굴 조롱박,0,0,0
2400555,뒤뚱 줄무늬 박,0,0,0
2400556,시궁쥐,0,0,0
2400557,성난 시궁쥐,0,0,0
2400558,미남 법사,0,0,0
2400559,쥐 괴물,0,0,0
2400560,시궁쥐,0,0,0
2400561,성난 시궁쥐,0,0,0
2400562,시궁쥐,0,0,0
2400563,성난 시궁쥐,0,0,0
2400564,성난 시궁쥐,0,0,0
2400570,몰킹,0,0,0
2400571,다일,0,0,0
2400572,좀비 머쉬맘,0,0,0
2400573,데우,0,0,0
2400574,스노우맨,0,0,0
2400575,레비아탄,0,0,0
2400576,원로 그레이,0,0,0
2400577,개구리 괴물,0,0,0
2500000,스켈레톤 밀리샤,0,0,0
2500001,스켈레톤 밀리샤,0,0,0
2500002,스켈레톤 밀리샤,0,0,0
2500003,스켈레톤 밀리샤,0,0,0
2500010,엘리트 스켈레톤 밀리샤,0,0,0
2500011,엘리트 스켈레톤 밀리샤,0,0,0
2500012,엘리트 스켈레톤 밀리샤,0,0,0
2500013,엘리트 스켈레톤 밀리샤,0,0,0
2500020,인퍼널 스켈레톤 밀리샤,0,0,0
2500021,인퍼널 스켈레톤 밀리샤,0,0,0
2500022,인퍼널 스켈레톤 밀리샤,0,0,0
2500023,인퍼널 스켈레톤 밀리샤,0,0,0
2500030,스켈레톤 밀리샤,0,0,0
2500031,스켈레톤 밀리샤,0,0,0
2500032,스켈레톤 밀리샤,0,0,0
2500033,스켈레톤 밀리샤,0,0,0
2500040,엘리트 스켈레톤 밀리샤,0,0,0
2500041,엘리트 스켈레톤 밀리샤,0,0,0
2500042,엘리트 스켈레톤 밀리샤,0,0,0
2500043,엘리트 스켈레톤 밀리샤,0,0,0
2500050,인퍼널 스켈레톤 밀리샤,0,0,0
2500051,인퍼널 스켈레톤 밀리샤,0,0,0
2500052,인퍼널 스켈레톤 밀리샤,0,0,0
2500053,인퍼널 스켈레톤 밀리샤,0,0,0
2500100,스켈레톤 스피어나이트,0,0,0
2500101,스켈레톤 스피어나이트,0,0,0
2500102,스켈레톤 스피어나이트,0,0,0
2500103,스켈레톤 스피어나이트,0,0,0
2500110,엘리트 스켈레톤 스피어나이트,0,0,0
2500111,엘리트 스켈레톤 스피어나이트,0,0,0
2500112,엘리트 스켈레톤 스피어나이트,0,0,0
2500113,엘리트 스켈레톤 스피어나이트,0,0,0
2500120,인퍼널 스켈레톤 스피어나이트,0,0,0
2500121,인퍼널 스켈레톤 스피어나이트,0,0,0
2500122,인퍼널 스켈레톤 스피어나이트,0,0,0
2500123,인퍼널 스켈레톤 스피어나이트,0,0,0
2500130,스켈레톤 스피어나이트,0,0,0
2500131,스켈레톤 스피어나이트,0,0,0
2500132,스켈레톤 스피어나이트,0,0,0
2500133,스켈레톤 스피어나이트,0,0,0
2500140,엘리트 스켈레톤 스피어나이트,0,0,0
2500141,엘리트 스켈레톤 스피어나이트,0,0,0
2500142,엘리트 스켈레톤 스피어나이트,0,0,0
2500143,엘리트 스켈레톤 스피어나이트,0,0,0
2500150,인퍼널 스켈레톤 스피어나이트,0,0,0
2500151,인퍼널 스켈레톤 스피어나이트,0,0,0
2500152,인퍼널 스켈레톤 스피어나이트,0,0,0
2500153,인퍼널 스켈레톤 스피어나이트,0,0,0
2500200,블러드투스,0,0,0
2500201,블러드투스,0,0,0
2500202,블러드투스,0,0,0
2500203,블러드투스,0,0,0
2500210,블러드투스,0,0,0
2500211,블러드투스,0,0,0
2500212,블러드투스,0,0,0
2500213,블러드투스,0,0,0
2500220,엘리트 블러드투스,0,0,0
2500221,엘리트 블러드투스,0,0,0
2500222,엘리트 블러드투스,0,0,0
2500223,엘리트 블러드투스,0,0,0
2500230,엘리트 블러드투스,0,0,0
2500231,엘리트 블러드투스,0,0,0
2500232,엘리트 블러드투스,0,0,0
2500233,엘리트 블러드투스,0,0,0
2500240,인퍼널 블러드투스,0,0,0
2500241,인퍼널 블러드투스,0,0,0
2500242,인퍼널 블러드투스,0,0,0
2500243,인퍼널 블러드투스,0,0,0
2500250,인퍼널 블러드투스,0,0,0
2500251,인퍼널 블러드투스,0,0,0
2500252,인퍼널 블러드투스,0,0,0
2500253,인퍼널 블러드투스,0,0,0
2500300,아울 타워,0,0,0
2500301,아울 타워,0,0,0
2500302,아울 타워,0,0,0
2500303,아울 타워,0,0,0
2500310,데들리 아울 타워,0,0,0
2500311,데들리 아울 타워,0,0,0
2500312,데들리 아울 타워,0,0,0
2500313,데들리 아울 타워,0,0,0
2500320,인퍼널 아울 타워,0,0,0
2500321,인퍼널 아울 타워,0,0,0
2500322,인퍼널 아울 타워,0,0,0
2500323,인퍼널 아울 타워,0,0,0
2500330,아울 타워,0,0,0
2500331,아울 타워,0,0,0
2500332,아울 타워,0,0,0
2500333,아울 타워,0,0,0
2500340,아울 타워,0,0,0
2500341,아울 타워,0,0,0
2500342,아울 타워,0,0,0
2500343,아울 타워,0,0,0
2500350,데들리 아울 타워,0,0,0
2500351,데들리 아울 타워,0,0,0
2500352,데들리 아울 타워,0,0,0
2500353,데들리 아울 타워,0,0,0
2500360,인퍼널 아울 타워,0,0,0
2500361,인퍼널 아울 타워,0,0,0
2500362,인퍼널 아울 타워,0,0,0
2500363,인퍼널 아울 타워,0,0,0
2500370,아울 타워,0,0,0
2500371,아울 타워,0,0,0
2500372,아울 타워,0,0,0
2500373,아울 타워,0,0,0
2500400,가디언 타워,0,0,0
2500401,가디언 타워,0,0,0
2500402,가디언 타워,0,0,0
2500403,가디언 타워,0,0,0
2500410,가디언 타워,0,0,0
2500411,가디언 타워,0,0,0
2500412,가디언 타워,0,0,0
2500413,가디언 타워,0,0,0
2500420,데들리 가디언 타워,0,0,0
2500421,데들리 가디언 타워,0,0,0
2500422,데들리 가디언 타워,0,0,0
2500423,데들리 가디언 타워,0,0,0
2500430,인퍼널 가디언 타워,0,0,0
2500431,인퍼널 가디언 타워,0,0,0
2500432,인퍼널 가디언 타워,0,0,0
2500433,인퍼널 가디언 타워,0,0,0
2500440,가디언 타워,0,0,0
2500441,가디언 타워,0,0,0
2500442,가디언 타워,0,0,0
2500443,가디언 타워,0,0,0
2500450,가디언 타워,0,0,0
2500451,가디언 타워,0,0,0
2500452,가디언 타워,0,0,0
2500453,가디언 타워,0,0,0
2500460,데들리 가디언 타워,0,0,0
2500461,데들리 가디언 타워,0,0,0
2500462,데들리 가디언 타워,0,0,0
2500463,데들리 가디언 타워,0,0,0
2500470,인퍼널 가디언 타워,0,0,0
2500471,인퍼널 가디언 타워,0,0,0
2500472,인퍼널 가디언 타워,0,0,0
2500473,인퍼널 가디언 타워,0,0,0
2500500,데들리 알타,0,0,0
2500501,데들리 알타,0,0,0
2500502,데들리 알타,0,0,0
2500503,데들리 알타,0,0,0
2500510,인퍼널 알타,0,0,0
2500511,인퍼널 알타,0,0,0
2500512,인퍼널 알타,0,0,0
2500513,인퍼널 알타,0,0,0
2500520,데들리 알타,0,0,0
2500521,데들리 알타,0,0,0
2500522,데들리 알타,0,0,0
2500523,데들리 알타,0,0,0
2500530,인퍼널 알타,0,0,0
2500531,인퍼널 알타,0,0,0
2500532,인퍼널 알타,0,0,0
2500533,인퍼널 알타,0,0,0
2500600,디스트로이어,0,0,0
2500601,디스트로이어,0,0,0
2500602,디스트로이어,0,0,0
2500603,디스트로이어,0,0,0
2500610,데들리 디스트로이어,0,0,0
2500611,데들리 디스트로이어,0,0,0
2500612,데들리 디스트로이어,0,0,0
2500613,데들리 디스트로이어,0,0,0
2500620,인퍼널 디스트로이어,0,0,0
2500621,인퍼널 디스트로이어,0,0,0
2500622,인퍼널 디스트로이어,0,0,0
2500623,인퍼널 디스트로이어,0,0,0
2500630,인퍼널 디스트로이어,0,0,0
2500631,인퍼널 디스트로이어,0,0,0
2500632,인퍼널 디스트로이어,0,0,0
2500633,인퍼널 디스트로이어,0,0,0
2500640,데들리 디스트로이어,0,0,0
2500641,데들리 디스트로이어,0,0,0
2500642,데들리 디스트로이어,0,0,0
2500643,데들리 디스트로이어,0,0,0
2500650,디스트로이어,0,0,0
2500651,디스트로이어,0,0,0
2500652,디스트로이어,0,0,0
2500653,디스트로이어,0,0,0
2500700,인퍼널 아이언하티드,0,0,0
2500701,인퍼널 아이언하티드,0,0,0
2500702,인퍼널 아이언하티드,0,0,0
2500703,인퍼널 아이언하티드,0,0,0
2500710,인퍼널 아이언하티드,0,0,0
2500711,인퍼널 아이언하티드,0,0,0
2500712,인퍼널 아이언하티드,0,0,0
2500713,인퍼널 아이언하티드,0,0,0
2500800,블러드투스,0,0,0
2500801,블러드투스,0,0,0
2500802,블러드투스,0,0,0
2500803,블러드투스,0,0,0
2500810,엘리트 블러드투스,0,0,0
2500811,엘리트 블러드투스,0,0,0
2500812,엘리트 블러드투스,0,0,0
2500813,엘리트 블러드투스,0,0,0
2500820,인퍼널 블러드투스,0,0,0
2500821,인퍼널 블러드투스,0,0,0
2500822,인퍼널 블러드투스,0,0,0
2500823,인퍼널 블러드투스,0,0,0
2500830,블러드투스,0,0,0
2500831,블러드투스,0,0,0
2500832,블러드투스,0,0,0
2500833,블러드투스,0,0,0
2500840,엘리트 블러드투스,0,0,0
2500841,엘리트 블러드투스,0,0,0
2500842,엘리트 블러드투스,0,0,0
2500843,엘리트 블러드투스,0,0,0
2500850,인퍼널 블러드투스,0,0,0
2500851,인퍼널 블러드투스,0,0,0
2500852,인퍼널 블러드투스,0,0,0
2500853,인퍼널 블러드투스,0,0,0
2500900,제네시스 오브 알타,0,0,0
2500901,제네시스 오브 알타,0,0,0
2500902,제네시스 오브 알타,0,0,0
2500903,제네시스 오브 알타,0,0,0
2500904,제네시스 오브 알타,0,0,0
2500905,제네시스 오브 알타,0,0,0
2500906,제네시스 오브 알타,0,0,0
2501000,힐링 오브 알타,0,0,0
2501001,힐링 오브 알타,0,0,0
2501002,힐링 오브 알타,0,0,0
2501003,힐링 오브 알타,0,0,0
2501010,힐링 오브 알타,0,0,0
2501011,힐링 오브 알타,0,0,0
2501012,힐링 오브 알타,0,0,0
2501013,힐링 오브 알타,0,0,0
2510000,시그너스 하스타티,0,0,0
2510001,시그너스 하스타티,0,0,0
2510002,시그너스 하스타티,0,0,0
2510003,시그너스 하스타티,0,0,0
2510010,엘리트 시그너스 하스타티,0,0,0
2510011,엘리트 시그너스 하스타티,0,0,0
2510012,엘리트 시그너스 하스타티,0,0,0
2510013,엘리트 시그너스 하스타티,0,0,0
2510020,시그너스 하스타티,0,0,0
2510021,시그너스 하스타티,0,0,0
2510022,시그너스 하스타티,0,0,0
2510023,시그너스 하스타티,0,0,0
2510030,엘리트 시그너스 하스타티,0,0,0
2510031,엘리트 시그너스 하스타티,0,0,0
2510032,엘리트 시그너스 하스타티,0,0,0
2510033,엘리트 시그너스 하스타티,0,0,0
2510100,시그너스 센츄리온,0,0,0
2510101,시그너스 센츄리온,0,0,0
2510102,시그너스 센츄리온,0,0,0
2510103,시그너스 센츄리온,0,0,0
2510110,엘리트 시그너스 센츄리온,0,0,0
2510111,엘리트 시그너스 센츄리온,0,0,0
2510112,엘리트 시그너스 센츄리온,0,0,0
2510113,엘리트 시그너스 센츄리온,0,0,0
2510120,시그너스 센츄리온,0,0,0
2510121,시그너스 센츄리온,0,0,0
2510122,시그너스 센츄리온,0,0,0
2510123,시그너스 센츄리온,0,0,0
2510130,엘리트 시그너스 센츄리온,0,0,0
2510131,엘리트 시그너스 센츄리온,0,0,0
2510132,엘리트 시그너스 센츄리온,0,0,0
2510133,엘리트 시그너스 센츄리온,0,0,0
2510200,시그너스 가드스톤,0,0,0
2510201,시그너스 가드스톤,0,0,0
2510202,시그너스 가드스톤,0,0,0
2510203,시그너스 가드스톤,0,0,0
2510210,시그너스 가드스톤,0,0,0
2510211,시그너스 가드스톤,0,0,0
2510212,시그너스 가드스톤,0,0,0
2510213,시그너스 가드스톤,0,0,0
2600000,비틀,0,0,0
2600001,듀얼 비틀,0,0,0
2600002,헹키,0,0,0
2600003,레쉬,0,0,0
2600004,다크 레쉬,0,0,0
2600005,호브,0,0,0
2600006,핀호브,0,0,0
2600007,그리프,0,0,0
2600008,하프,0,0,0
2600009,블러드 하프,0,0,0
2600010,검은 켄타우로스,0,0,0
2600011,붉은 켄타우로스,0,0,0
2600012,푸른 켄타우로스,0,0,0
2600013,버크,0,0,0
2600014,듀얼 버크,0,0,0
2600015,켄타우로스 킹,0,0,0
2600016,블루 드래곤터틀,0,0,0
2600017,레드 드래곤터틀,0,0,0
2600018,리스튼,0,0,0
2600019,브레스튼,0,0,0
2600020,뉴트주니어,0,0,0
2600021,네스트골렘,0,0,0
2600022,마뇽,0,0,0
2600023,레드 와이번,0,0,0
2600024,블루 와이번,0,0,0
2600025,다크 와이번,0,0,0
2600026,그린코니언,0,0,0
2600027,다크 코니언,0,0,0
2600028,스켈레곤,0,0,0
2600029,스켈로스,0,0,0
2600030,레비아탄,0,0,0
2600100,흰 모래토끼,0,0,0
2600101,갈색 모래토끼,0,0,0
2600102,주니어 카투스,0,0,0
2600103,카투스,0,0,0
2600104,로얄 카투스,0,0,0
2600105,데우,0,0,0
2600106,벨라모아,0,0,0
2600107,귀마개 프릴드,0,0,0
2600108,목도리 프릴드,0,0,0
2600109,미요캐츠,0,0,0
2600110,모래 두더지,0,0,0
2600111,도둑 까마귀,0,0,0
2600112,스콜피언,0,0,0
2600113,모래난쟁이,0,0,0
2600114,키요,0,0,0
2600115,붉은 모래난쟁이,0,0,0
2600116,침입자,0,0,0
2600117,모래거인,0,0,0
2600118,피라미드 머미독,0,0,0
2600119,피라미드 스켈레톤,0,0,0
2600120,미이라,0,0,0
2600121,아누비스,0,0,0
2600122,호루스,0,0,0
2600123,신관 미이라,0,0,0
2600124,거대 스콜피온,0,0,0
2600125,가디언 타워,0,0,0
2600200,초록버섯,0,0,0
2600201,좌절한 초록버섯,0,0,0
2600202,주황버섯,0,0,0
2600203,뿔버섯,0,0,0
2600204,파란버섯,0,0,0
2600205,우는 파란버섯,0,0,0
2600206,좀비버섯,0,0,0
2600207,짜증내는 좀비버섯,0,0,0
2600208,머쉬맘,0,0,0
2600209,스톤골렘,0,0,0
2600210,다크 스톤골렘,0,0,0
2600211,믹스골렘,0,0,0
2600212,아이스 믹스골렘,0,0,0
2600213,파이어 믹스골렘,0,0,0
2600214,메탈 골렘,0,0,0
2600215,야자수 슬라임,0,0,0
2600216,보라조개 슬라임,0,0,0
2600217,파란 튜브 슬라임,0,0,0
2600218,새우 슬라임,0,0,0
2600219,날치 슬라임,0,0,0
2600220,불가사리 문어 슬라임,0,0,0
2600221,소라문어 슬라임,0,0,0
2600222,캡틴 블랙 슬라임,0,0,0
2600223,카파 드레이크,0,0,0
2600224,드레이크,0,0,0
2600225,레드 드레이크,0,0,0
2600226,와일드카고,0,0,0
2600227,아이스 드레이크,0,0,0
2600228,다크 드레이크,0,0,0
2600229,타우로마시스,0,0,0
2600230,타우로스피어,0,0,0
2600231,주니어 발록,0,0,0
2600300,훈련용 짚인형,0,0,0
2600301,훈련용 나무인형,0,0,0
2600302,비급,0,0,0
2600303,묘선,0,0,0
2600304,선인인형,0,0,0
2600305,요괴선사,0,0,0
2600306,별다람쥐,0,0,0
2600307,호저,0,0,0
2600308,흑저,0,0,0
2600309,청화사,0,0,0
2600310,홍화사,0,0,0
2600311,대왕지네,0,0,0
2600312,달곰,0,0,0
2600313,천록,0,0,0
2600314,원공,0,0,0
2600315,판다곰,0,0,0
2600316,태륜,0,0,0
2600317,단지,0,0,0
2600318,삼단지,0,0,0
2600319,도라지,0,0,0
2600320,늙은 도라지,0,0,0
2600321,거대 도라지,0,0,0
2600322,게비알,0,0,0
2600323,크루,0,0,0
2600324,캡틴,0,0,0
2600325,골드 캡틴,0,0,0
2600326,데비존,0,0,0
2600400,순찰로봇,0,0,0
2600401,물 도둑,0,0,0
2600402,더스트 박스,0,0,0
2600403,가로등,0,0,0
2600404,순찰로봇S,0,0,0
2600405,경비로봇E,0,0,0
2600406,쓰레기통,0,0,0
2600407,이상한 이정표,0,0,0
2600408,구렁이,0,0,0
2600409,안전제일,0,0,0
2600410,아기 바위베어먹기,0,0,0
2600411,큰 바위베어먹기,0,0,0
2600412,큰 바위 얼굴,0,0,0
2600413,라키,0,0,0
2600414,빅 스파이더,0,0,0
2600415,카트베어,0,0,0
2600416,라쿤,0,0,0
2600417,라칸,0,0,0
2600418,광석 이터,0,0,0
2600419,거대 루 몬스터,0,0,0
2600420,경비로봇L,0,0,0
2600421,방어 시스템,0,0,0
2600422,강화된 방어 시스템,0,0,0
2600423,AF형 안드로이드,0,0,0
2600424,고장난 DF형 안드로이드,0,0,0
2600425,독가스 제조기,0,0,0
2600500,큐브슬라임,0,0,0
2600501,메그랑,0,0,0
2600502,루모,0,0,0
2600503,트리플 루모,0,0,0
2600504,루루모,0,0,0
2600505,아이언 뮤테,0,0,0
2600506,강화된 아이언 뮤테,0,0,0
2600507,미스릴 뮤테,0,0,0
2600508,강화된 미스릴 뮤테,0,0,0
2600509,자동경비시스템,0,0,0
2600510,호문,0,0,0
2600511,호문쿨루,0,0,0
2600512,호문스큘러,0,0,0
2600513,사이티,0,0,0
2600514,키메라,0,0,0
2600515,로이드,0,0,0
2600516,네오 휴로이드,0,0,0
2600517,D.로이,0,0,0
2600518,디트와 로이,0,0,0
