key,name,loc
1064002,알리샤,0
1064003,오코,0
1064004,하비스,0
1064005,푸피,0
1064006,트리키,0
1064007,백작부인,0
1064008,라보,0
1064009,마법 풀린 돼지,0
1064010,패트릭 드 블랑,0
1064011,패트릭 드 블랑,0
1064012,첫번째 봉인의 문,0
1064013,두번째 봉인의 문,0
1064014,세번째 봉인의 문,0
1064015,네번째 봉인의 문,0
1064016,구석진 문,0
1064017,벨룸,0
1064018,키쿠,0
1064019,키리코,0
1064020,키리두,0
1064021,키단,0
1064022,신수,0
1064023,시그너스,0
1064024,알리샤,0
1064025,하비스,0
1064026,나인하트,0
1064027,패트릭 드 블랑,0
1064028,벨룸,0
1064029,퀘스트맵 출구,0
1064031,하비스,0
1064032,숨겨진 정원의 입구,0
1072000,돼지와 함께 일어서,0
1072001,마법사 전직교관,0
1072002,궁수 전직교관,0
1072003,도적 전직교관,0
1072004,전사 전직교관,0
1072005,마법사 전직교관,0
1072006,궁수 전직교관,0
1072007,도적 전직교관,0
1072008,카이린,0
1072009,공격 연습 몬스터,0
1081000,발렌,0
1081001,파이슨,0
1081100,리엘,0
1081101,로엘,0
1081102,라엘,0
1082000,케리,0
1082001,메이슨,0
1082002,골드리치 주니어,0
1082003,벤자민,0
1082004,토푸,0
1082005,튜브 보관함,0
1082100,골드리치,0
1082101,조종사 어빈,0
1082102,수상한 바다 입구,0
1082200,조종사 어빈,0
1082201,케리,0
1082202,벤자민,0
1082203,토푸,0
1082204,케리,0
1082205,벤자민,0
1082206,케리,0
1082207,골드리치 주니어,0
1082208,골드리치 주니어,0
1082209,케리,0
1082210,토푸,0
1090000,카이린,0
1091000,모건,0
1091001,로도스,0
1091002,갤리,0
1091003,세릴,0
1091004,돈틀레스,0
1092000,탕윤,0
1092001,보니,0
1092002,베인,0
1092003,샤를,0
1092004,캘리코,0
1092006,블랙바크,0
1092007,무라트,0
1092008,슈린츠,0
1092009,리드,0
1092010,잭,0
1092011,바르톨,0
1092012,롤로네,0
1092013,포쉐,0
1092014,노틸러스 중형택시,0
1092015,정수기,0
1092016,빛나는 돌,0
1092017,이름없는 상인,0
1092018,휴지통,0
1092019,조나단,0
1092090,엄마 젖소,0
1092091,엄마 젖소,0
1092092,엄마 젖소,0
1092093,아기 젖소,0
1092094,아기 젖소,0
1092095,아기 젖소,0
1092097,진주 조개,0
1093000,뿌빠,0
1094000,바트,0
1094001,아벨,0
1094002,풀 숲,0
1094003,풀 숲,0
1094004,풀 숲,0
1094005,풀 숲,0
1094006,풀 숲,0
1095000,슈린츠,0
1095001,왕연해,0
1095002,왕연해,0
1095003,발레리,0
1096000,스키퍼,0
1096001,레이팅,0
1096002,스키퍼와 레이팅,0
1096003,몽키,0
1096004,몽키,0
1096005,스토너,0
1096006,스토너,0
1096007,카이린,0
1096008,주니어 발록,0
1096009,고대 캐논의 잔해,0
1096010,발화장치,0
1096011,발록소환이펙트,0
1096012,캐논포 날아가기 연출용 뒤,0
1096013,캐논포 날아가기 연출용 앞,0
1097000,탕윤,0
1097001,탕윤,0
1100000,키리움,0
1100001,키리유,0
1100002,키리윙,0
1100003,키리루,0
1100004,키루,0
1100005,키리루,0
1100006,키루,0
1100007,키리루,0
1100008,키루,0
1101000,시그너스,0
1101001,신수,0
1101002,나인하트,0
1101003,미하일,0
1101004,오즈,0
1101005,이리나,0
1101006,이카르트,0
1101007,호크아이,0
1101008,도우미 소환수,0
1102000,키쿠,0
1102001,키리코,0
1102002,키리두,0
1102003,키단,0
1102004,키무,0
1102005,키잔,0
1102006,키누,0
1102007,키아,0
1102008,키샤,0
1102009,나인하트,0
1102010,키엔,0
1102100,키쿠,0
1102101,키무,0
1102102,키잔,0
1102103,키누,0
1102104,키아,0
1102105,키샤,0
1102106,시그너스,0
1102107,나인하트,0
1102108,미하일,0
1102109,오즈,0
1102110,이리나,0
1102111,이카르트,0
1102112,호크아이,0
1102113,작은 새,0
1102114,키무,0
1102115,키단,0
1102200,열 마리의 부기,0
1102201,열 마리의 부기,0
1102202,열 마리의 부기,0
1102203,에레브 수색증,0
1102204,키무,0
1102205,키잔,0
1102206,키누,0
1103000,듀나미스,0
1103001,로카,0
1103002,마티어스,0
1103003,헤르샤,0
1103004,열 마리의 부기,0
1103005,나인하트,0
1103006,프델라,0
1104000,프란시스,0
1104001,바로크,0
1104002,엘레오노르,0
1104100,미하일,0
1104101,오즈,0
1104102,이리나,0
1104103,이카르트,0
1104104,호크아이,0
1104200,쓰러진 기사,0
1104201,시그너스,0
1104202,나인하트,0
1104203,미하일,0
1104204,오즈,0
1104205,이리나,0
1104206,이카르트,0
1104207,호크아이,0
1104208,신수,0
1104209,어둠의 제단 석상,0
1104300,꿈 조종자의 수하,0
1104301,꿈 조종자의 수하,0
1104302,오래된 책,0
1104303,시그너스 기사단장,0
1104304,시그너스,0
1104305,나인하트,0
1104306,미하일,0
1104307,오즈,0
1104308,이리나,0
1104309,이카르트,0
1104310,호크아이,0
1104311,키쿠,0
1104312,나인하트,0
1104313,신수,0
1104314,프란시스,0
1104315,시그너스,0
1105000,시그너스,0
1105001,헬레나,0
1105002,지그문트,0
1105003,나인하트,0
1105004,하인즈,0
1105005,설희,0
1105006,벨,0
1105007,다크로드,0
1105008,체키,0
1105009,에반,0
1105010,미르,0
1105011,헨리테,0
1105012,리린,0
1105013,아란,0
1105014,미하일,0
1106000,나인하트,0
1106001,시그너스,0
1106002,림버트,0
1106003,나인하트,0
1106004,다락방의 포션상자,0
1106005,자아,0
1106006,자아,0
1106007,괴한,0
1106008,낡은 텐트,0
1106009,이리나,0
1200000,푸슬라,0
1200001,푸노운,0
1200002,푸리푸리,0
1200003,푸로,0
1200004,푸로,0
1200005,푸로,0
1200006,푸로,0
1201000,리린,0
1201001,거대한 폴암,0
1201002,마하,0
1202000,리린,0
1202001,푸카,0
1202002,푸엔,0
1202003,푸이르,0
1202004,푸룬,0
1202005,푸츠키,0
1202006,푸오,0
1202007,푸니,0
1202008,늑대 우두머리,0
1202009,파수꾼 늑대,0
1202010,푸딘,0
1202011,푸롱,0
1203000,대장옹,0
1203001,티티티,0
1204000,그림자,0
1204001,프란시스,0
1204002,프란시스,0
1204003,프란시스,0
1204004,???,0
1204005,트루,0
1204006,프란시스,0
1204007,트루,0
1204010,다고쓰,0
1204020,무명,0
1204030,보관고 책장,0
1204031,???,0
1204032,헬레나,0
1204033,존의 상자,0
1205000,아프리엔,0
1209000,헬레나,0
1209001,피난민,0
1209002,피난민,0
1209003,피난민 세 명,0
1209004,피난민,0
1209005,피난민,0
1209006,길 잃은 아이,0
1209007,헬레나,0
1300000,머쉬킹,0
1300001,페페킹,0
1300002,비올레타,0
1300003,내무대신,0
1300004,마법대신,0
1300005,경호대장,0
1300006,주페왕자,0
1300007,스카스,0
1300008,제임스,0
1300009,버섯병사,0
1300010,킬라 버섯 포자,0
1300011,덩굴가시제거제,0
1300012,동쪽성탑 문,0
1300013,막힌입구,0
1300014,SELF,0
1301000,도르,0
1302000,머쉬킹,0
1302001,비올레타,0
1302002,비올레타,0
1302003,비올레타,0
1302004,총리대신,0
1302005,총리대신,0
1302007,경호대장,0
1302008,대포,0
1302009,대포,0
1302010,감마와 오메가,0
1302011,존 재감,0
1302012,롤스로이스,0
1302013,안놔,0
1302014,화사한 장미,0
1302015,바이킹 포로1,0
1302016,바이킹 포로2,0
1302017,바이킹 포로3,0
1302018,바이킹 포로4,0
1302019,검은 바이킹,0
1302020,제임스,0
1302021,도르,0
1302022,도르,0
1302023,점프대,0
1302024,갈매기노예간수,0
1302025,노예실,0
1302026,현상수배,0
1302027,화사한 장미,0
1302100,머쉬킹,0
1302101,비올레타,0
1302102,검은 바이킹,0
1302103,총리대신,0
1302104,총리대신,0
1302105,내무대신,0
1302106,마법대신,0
1302107,경호대장,0
1302108,시종장,0
1302109,검은 바이킹,0
1302110,마이너스,0
1302111,커튼,0
1302112,레민준,0
1302113,안놔,0
1302114,감마와 오메가,0
1302115,존 재감,0
1302116,롤스로이스,0
1302117,코파(가명),0
1302118,바이킹,0
1302119,바이킹,0
1400000,우류우,0
1400001,센밀,0
1400002,모하디,0
1400003,슐츠,0
1401000,알프레드,0
1401001,크리스틴,0
1401002,마오,0
1401003,시나몬,0
1401004,크림,0
1401005,쇼콜라,0
1402000,알프레드,0
1402001,키단,0
1402100,시그너스,0
1402101,나인하트,0
1402102,미하일,0
1402103,오즈,0
1402104,이리나,0
1402105,이카르트,0
1402106,호크아이,0
1402200,키리가,0
1402201,키디스,0
1402202,키만,0
1402203,키벨루,0
1402300,메르세데스,0
1402301,헬레나,0
1402400,힐라,0
1402401,힐라의 기사,0
1403000,작은 서랍,0
1403001,보물상자,0
1403002,가디언,0
1403003,초상화,0
1403004,먼지 난쟁이,0
1404000,프란시스,0
1404001,리린,0
1404002,아란,0
1404003,블랙윙의 하수인,0
1404004,낡은 책 더미,0
1404005,스우,0
1404006,무영,0
1404007,스우,0
1404008,시그너스,0
1404009,나인하트,0
1404010,미하일,0
1404011,오즈,0
1404012,이리나,0
1404013,이카르트,0
1404014,호크아이,0
1404015,아리아,0
1500000,마법사 쿠디,0
1500001,교장 이바나,0
1500002,교감 카라얀,0
1500003,요정 우니,0
1500004,요정 도시,0
1500005,요정 트레시,0
1500006,요정 에포니,0
1500007,요정 파이니,0
1500008,요정 아르웬,0
1500009,요정 로웬,0
1500010,펜시,0
1500011,마법사 쿠디,0
1500012,마법사 쿠디,0
1500013,마법사 쿠디,0
1500014,마법사 쿠디,0
1500015,마법사 쿠디,0
1500016,요정 우니,0
1500017,요정 도시,0
1500018,요정 트레시,0
1500019,요정 에포니,0
1500020,요정 파이니,0
1500021,비밀의 공간,0
1500022,요정들의 대본,0
1500023,비밀의 공간,0
1500024,소리가 들리는 곳,0
1500025,소리가 들리는 곳,0
1500026,???,0
1500027,몰 킹에게 가는 길,0
1500028,요정 린,0
1500029,남학생들의 쪽지,0
1500030,여학생들의 쪽지,0
1500031,요정 우니,0
1500032,요정 트레시,0
1501000,???,0
1501001,요정 루엔,0
1501002,???,0
1501003,아기 새,0
1501004,엘로딘의 새,0
1501005,르나드,0
1501006,슈아,0
1501007,아기 새,0
1501008,요정 루엔,0
1501009,???,0
1501010,아기 새,0
1501011,앤,0
1501012,???,0
1501013,요정 루엔,0
1501014,아기 새,0
1501015,엘로딘의 새,0
1501016,지푸라기,0
1510000,푸탄,0
1510001,푸스케,0
1510002,알비올라,0
1510003,알베쉬,0
1510004,따보,0
1510005,따치,0
1510006,조타수 따냐,0
1510007,학자 노라,0
1510008,마녀 바바라,0
1510009,리린,0
1511000,푸링푸링,0
1511001,푸로,0
1512000,아기 펭귄,0
1512001,아기 펭귄,0
1512002,아기 말라뮤트,0
1512003,아기 말라뮤트,0
1512004,아기 물개,0
1512005,아기 물개,0
1513000,난파선의 조각 1,0
1513001,난파선의 조각 2,0
1513002,난파선의 조각 3,0
1513003,고기떼,0
1513004,오염지역,0
1514000,제독 마티니,0
1514001,블랙윙의 수하,0
1514002,학자 노라,0
1514003,20년 전의 바바라,0
1514004,어린 푸탄,0
1514005,어린 알베쉬,0
1514006,어린 따치,0
1514007,수상한 물개,0
1514008,수상한 바다표범,0
1514009,푸탄,0
1520000,슈가,0
1520001,론도,0
1520002,론도,0
1520003,테스,0
1520004,검은 복면의 토끼,0
1520005,올리비아,0
1520006,올리비아,0
1520007,올리비아?,0
1520008,올리비아,0
1520009,올리비아,0
1520010,론도,0
1520011,디멘션 게이트,0
1520012,테스,0
1520013,테스,0
1520014,제논,0
1520015,슈가,0
1520016,테스,0
1520017,올리비아,0
1520018,론도,0
1520019,바로크,0
1520020,이베흐,0
1520021,현재의 문,0
1520022,시간의 봉인,0
1520023,시간의 봉인,0
1520024,시간의 봉인,0
1520025,시간의 봉인,0
1520026,시간의 봉인,0
1520027,헬레나,0
1520028,봉인 속의 목소리,0
1520029,검은 마법사,0
1520030,뭘이런걸다,0
1520031,봅보로봅봅,0
1520032,암흑파워법사,0
1520033,럭키럭키걸,0
1520034,슈가,0
1520035,테스,0
1520036,올리비아,0
1520037,론도,0
1520038,물,0
1520039,리린,0
1520040,아란,0
1520041,에반,0
1520042,미르,0
1520043,아기돼지,0
1520044,메르세데스,0
1520045,작은 다리,0
1520046,팬텀,0
1520047,수호자 로봇,0
1520048,루미너스,0
1520049,론도,0
1520050,테스,0
1520051,올리비아,0
1520052,슈가,0
1520053,검은 마법사의 그림자,0
1520054,슈가,0
1520055,테스,0
1520056,올리비아,0
1520057,론도,0
1520058,메이플 월드의 정신,0
1520059,슈가,0
1520060,테스,0
1520061,올리비아,0
1520062,론도,0
1520063,슈가,0
1520064,빛나는 수정,0
1520065,슈가,0
1520066,테스,0
1520067,올리비아,0
1520068,론도,0
1520069,돌 더미,0
1520070,불길,0
1530000,이계의 학생,0
1530001,이계의 학생,0
1530010,시그너스,0
1530011,나인하트,0
1530012,미하일,0
1530013,오즈,0
1530014,이리나,0
1530015,이카르트,0
1530016,호크아이,0
1530020,엘윈,0
1530021,엘윈,0
1530022,엘윈,0
1530024,엘윈,0
1530025,엘윈,0
1530026,엘윈,0
1530027,엘윈,0
1530028,엘윈,0
1530029,엘윈,0
1530030,엘윈,0
1530031,엘윈,0
1530032,엘윈,0
1530033,엘윈,0
1530034,엘윈,0
1530035,엘윈,0
1530036,엘윈,0
1530037,엘윈,0
1530038,엘윈,0
1530039,엘윈,0
1530040,릴리,0
1530041,릴리,0
1530042,릴리,0
1530050,릴리,0
1530051,릴리,0
1530052,릴리,0
1530053,릴리,0
1530054,릴리,0
1530055,릴리,0
1530056,릴리,0
1530057,릴리,0
1530058,릴리,0
1530059,릴리,0
1530060,시그너스,0
1530061,시그너스,0
1530062,시그너스,0
1530063,시그너스,0
1530064,시그너스,0
1530065,시그너스,0
1530070,나인하트,0
1530071,나인하트,0
1530072,나인하트,0
1530073,나인하트,0
1530074,나인하트,0
1530075,나인하트,0
1530076,나인하트,0
1530077,나인하트,0
1530080,미하일,0
1530081,미하일,0
1530082,미하일,0
1530083,미하일,0
1530090,이카르트,0
1530091,이카르트,0
1530092,이카르트,0
1530100,호크아이,0
1530101,호크아이,0
1530102,호크아이,0
1530103,호크아이,0
1530104,호크아이,0
1530105,호크아이,0
1530106,호크아이,0
1530107,호크아이,0
1530110,오즈,0
1530111,오즈,0
1530112,오즈,0
1530113,오즈,0
1530114,오즈,0
1530115,오즈,0
1530116,오즈,0
1530120,이리나,0
1530121,이리나,0
1530122,이리나,0
1530123,이리나,0
1530124,이리나,0
1530125,이리나,0
1530130,오르카,0
1530131,오르카,0
1530132,오르카,0
1530133,오르카,0
1530134,오르카,0
1530135,오르카,0
1530136,오르카,0
1530137,오르카,0
1530140,프란시스,0
1530141,프란시스,0
1530142,프란시스,0
1530143,프란시스,0
1530144,프란시스,0
1530145,프란시스,0
1530146,프란시스,0
1530147,프란시스,0
1530148,프란시스,0
1530150,매그너스,0
1530151,매그너스,0
1530152,매그너스,0
1530153,매그너스,0
1530160,힐라,0
1530161,힐라,0
1530170,벨데로스,0
1530171,할매,0
1530180,카산드라,0
1530181,카산드라,0
1530182,카산드라,0
1530183,카산드라,0
1530184,카산드라,0
1530190,에릭손,0
1530191,에릭손,0
1530192,에릭손,0
1530193,에릭손,0
1530200,하얀 교생선생님,0
1530201,하얀 교생선생님,0
1530202,하얀 교생선생님,0
1530203,???,0
1530210,에피네아,0
1530211,에피네아,0
1530212,에피네아,0
1530220,헬레나,0
1530221,헬레나,0
1530230,불량배,0
1530231,불량배,0
1530232,불량배,0
1530240,카산드라의 팬,0
1530241,카산드라의 팬,0
1530242,카산드라의 팬,0
1530250,부회장,0
1530251,부회장,0
1530256,하사모 정회원,0
1530257,하사모 정회원,0
1530258,하사모 정회원,0
1530259,하사모 정회원,0
1530260,오징어,0
1530261,오징어,0
1530262,오징어,0
1530263,오징어,0
1530270,남학생,0
1530271,남학생,0
1530272,남학생,0
1530273,남학생,0
1530274,한주,0
